Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,Query
SRR25446751,2023-10-11 08:02:05,2023-07-28 11:39:56,23782.0,59529681.0,0.0,2503.0,50.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446751/SRR25446751.1,SRX21179980,22-4896,WGS,other,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624.0,SRS18440550,SAMN36744122,simple,1773.0,Mycobacterium tuberculosis,22-4896_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,4C35AA12AEB47386AB6C089A8FEF4FE0,37659FD82E2716B52D70E5F9C9C000EB,SAMN36744122
SRR25446750,2023-10-11 08:02:05,2023-07-28 11:42:12,134018.0,491674948.0,0.0,3668.0,416.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446750/SRR25446750.1,SRX21179981,22-5191,WGS,other,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624.0,SRS18440553,SAMN36744123,simple,1773.0,Mycobacterium tuberculosis,22-5191_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,CDC159F075187A53B8AB59C4177FFAE2,49B73CEE15D1DFBEF3BDC0C086968768,SAMN36744123
SRR25446749,2023-10-11 08:02:05,2023-07-28 11:41:03,150518.0,254258345.0,0.0,1689.0,219.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446749/SRR25446749.1,SRX21179982,22-5194,WGS,other,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624.0,SRS18440554,SAMN36744124,simple,1773.0,Mycobacterium tuberculosis,22-5194_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,97057083E5BCEF6D649D57B940659E29,E51E5CF56DC32E397ECC854231BE1F35,SAMN36744124
SRR25446748,2023-10-11 08:02:05,2023-07-28 11:40:30,474920.0,586014767.0,0.0,1233.0,509.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446748/SRR25446748.1,SRX21179983,22-5539,WGS,other,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624.0,SRS18440555,SAMN36744125,simple,1773.0,Mycobacterium tuberculosis,22-5539_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,1F3F0F9A15F17FAC669483F80D07631D,4B9C2A2F868C0DEE1FD9AD9AF892EC58,SAMN36744125
SRR25446747,2023-10-11 08:02:05,2023-07-28 11:41:05,144000.0,230506723.0,0.0,1600.0,199.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446747/SRR25446747.1,SRX21179984,22-5540,WGS,other,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624.0,SRS18440557,SAMN36744126,simple,1773.0,Mycobacterium tuberculosis,22-5540_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,4CB4C437AED926EAAE8934C2FB884631,7DDD06EE447E8DF81D5D7242A8DA43C2,SAMN36744126
SRR25446746,2023-10-11 08:02:05,2023-07-28 11:40:06,85840.0,248489903.0,0.0,2894.0,210.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446746/SRR25446746.1,SRX21179985,22-5542,WGS,other,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624.0,SRS18440556,SAMN36744127,simple,1773.0,Mycobacterium tuberculosis,22-5542_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,9D06314C46E85FBCF4B4E5B78DE830D6,CE5CCCC4452FA4209B8B4F972F981E3A,SAMN36744127
SRR25446745,2023-10-11 08:02:05,2023-07-28 11:40:28,113985.0,230485896.0,0.0,2022.0,196.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446745/SRR25446745.1,SRX21179986,22-5543,WGS,other,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624.0,SRS18440558,SAMN36744128,simple,1773.0,Mycobacterium tuberculosis,22-5543_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,71FF1E6680D8EE0340633D7CF8825F84,B44D556A79837083CF245F3C10182395,SAMN36744128
SRR25446744,2023-10-11 08:02:05,2023-07-28 11:40:50,233437.0,501950480.0,0.0,2150.0,427.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446744/SRR25446744.1,SRX21179987,22-5544,WGS,other,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624.0,SRS18440559,SAMN36744129,simple,1773.0,Mycobacterium tuberculosis,22-5544_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,5222B3F38FE3D8CEB0D151E15B4D0476,995BB1B8DDDD0AA3BB7FA247E64CEC0F,SAMN36744129
SRR14196858,2021-04-09 18:31:41,2021-04-09 13:18:51,1006913.0,1421283823.0,0.0,1411.0,1231.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196858/SRR14196858.lite.1,SRX10563622,3003-06_LR,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,GridION,SRP314211,PRJNA720906,,720906.0,SRS8670057,SAMN18521321,simple,1494075.0,Mycobacterium tuberculosis complex sp.,3003-06,,,,,,,no,,,,,UMCG,SRA1216725,,public,BD103A9A8F7C352230763AE2A404E283,CC8C8AB075CC5E4181190AC06EA475E5,SAMN18521321
SRR14196859,2021-04-09 18:31:42,2021-04-09 13:16:45,2165161.0,635096393.0,2165161.0,293.0,272.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196859/SRR14196859.lite.1,SRX10563621,3003-06_SR,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP314211,PRJNA720906,,720906.0,SRS8670057,SAMN18521321,simple,1494075.0,Mycobacterium tuberculosis complex sp.,3003-06,,,,,,,no,,,,,UMCG,SRA1216725,,public,CBE3D9E5678278C57CE599118B54C4F2,8F000348EDF67C3DDFD61C65620B3CB7,SAMN18521321
SRR14196856,2021-04-27 11:42:52,2021-04-10 09:55:18,6140780.0,5826963257.0,0.0,948.0,4994.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196856/SRR14196856.lite.1,SRX10563624,3678-04_LR,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP314211,PRJNA720906,,720906.0,SRS8670058,SAMN18521322,simple,1494075.0,Mycobacterium tuberculosis complex sp.,3678-04,,,,,,,no,,,,,UMCG,SRA1216725,,public,DECBCB0ED190275F0E4044930C6794AD,335D591B8E5845DF34DBDF065AE146ED,SAMN18521322
SRR14196857,2021-04-09 18:31:41,2021-04-09 13:16:30,1878640.0,546049706.0,1878640.0,290.0,235.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196857/SRR14196857.lite.1,SRX10563623,3678-04_SR,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP314211,PRJNA720906,,720906.0,SRS8670058,SAMN18521322,simple,1494075.0,Mycobacterium tuberculosis complex sp.,3678-04,,,,,,,no,,,,,UMCG,SRA1216725,,public,4C620B7FC9F1B31F18401AE7428A4C55,8A05025069A5B9CC4BEB9CC501C8F25E,SAMN18521322
SRR14196854,2021-04-09 18:31:41,2021-04-09 13:20:09,2176832.0,2146687688.0,0.0,986.0,1852.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196854/SRR14196854.lite.1,SRX10563626,4536-04_LR,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP314211,PRJNA720906,,720906.0,SRS8670059,SAMN18521323,simple,1494075.0,Mycobacterium tuberculosis complex sp.,4536-04,,,,,,,no,,,,,UMCG,SRA1216725,,public,7AE46F46679BFFD585A54AF58BEA370B,B921173813AE5300770CC7D617A431BB,SAMN18521323
SRR14196855,2021-04-09 18:31:41,2021-04-09 13:16:35,2013984.0,594197009.0,2013984.0,295.0,255.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196855/SRR14196855.lite.1,SRX10563625,4536-04_SR,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP314211,PRJNA720906,,720906.0,SRS8670059,SAMN18521323,simple,1494075.0,Mycobacterium tuberculosis complex sp.,4536-04,,,,,,,no,,,,,UMCG,SRA1216725,,public,B5695880EF00B211730D4241FDA8460B,407FDEBFC6C971AF4F0A647FF971EC17,SAMN18521323
SRR14196852,2021-04-09 18:31:41,2021-04-09 13:20:25,889434.0,1364331335.0,0.0,1533.0,1181.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196852/SRR14196852.lite.1,SRX10563628,4549-04_LR,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,GridION,SRP314211,PRJNA720906,,720906.0,SRS8670060,SAMN18521324,simple,1494075.0,Mycobacterium tuberculosis complex sp.,4549-04,,,,,,,no,,,,,UMCG,SRA1216725,,public,05A47E35EBE30A427B1EA9B93D308B40,F26F9FF6325128BFAC0DFA03BF961C8C,SAMN18521324
SRR14196853,2021-04-09 18:31:41,2021-04-09 13:16:08,1680992.0,493483807.0,1680992.0,293.0,213.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196853/SRR14196853.lite.1,SRX10563627,4549-04_SR,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP314211,PRJNA720906,,720906.0,SRS8670060,SAMN18521324,simple,1494075.0,Mycobacterium tuberculosis complex sp.,4549-04,,,,,,,no,,,,,UMCG,SRA1216725,,public,EA73EA5FF6E3B06497F1184540F9502A,57DE3E0686EE75B975613C8DB2497CE8,SAMN18521324
SRR14196849,2021-04-09 18:31:41,2021-04-09 13:15:59,151142.0,192145832.0,0.0,1271.0,164.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196849/SRR14196849.lite.1,SRX10563631,6581-05_LR,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP314211,PRJNA720906,,720906.0,SRS8670062,SAMN18521325,simple,1494075.0,Mycobacterium tuberculosis complex sp.,6581-05,,,,,,,no,,,,,UMCG,SRA1216725,,public,AFCBA59092DB43872E1DB7A1863F229D,999CCD9304A1E3234C2C6E4272F8B066,SAMN18521325
SRR14196850,2021-04-09 18:31:41,2021-04-09 13:16:26,1833391.0,527347802.0,1833391.0,287.0,226.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196850/SRR14196850.lite.1,SRX10563630,6581-05_SR,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP314211,PRJNA720906,,720906.0,SRS8670062,SAMN18521325,simple,1494075.0,Mycobacterium tuberculosis complex sp.,6581-05,,,,,,,no,,,,,UMCG,SRA1216725,,public,E28D7D9F886015CB008809278F0AAA0A,4A69C72C491568BF5DEFFD094CE3D6A7,SAMN18521325
SRR14196847,2021-04-09 18:31:42,2021-04-09 13:19:27,1963341.0,1859897763.0,0.0,947.0,1605.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196847/SRR14196847.lite.1,SRX10563633,674-04_LR,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP314211,PRJNA720906,,720906.0,SRS8670063,SAMN18521326,simple,1494075.0,Mycobacterium tuberculosis complex sp.,674-04,,,,,,,no,,,,,UMCG,SRA1216725,,public,CE88E067B4BC9BFBAEC566E0BC95BE7A,12C405F71147A8D663D8C0D62B024EF7,SAMN18521326
SRR14196848,2021-04-09 18:31:41,2021-04-09 13:16:59,1927208.0,568685931.0,1927208.0,295.0,245.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196848/SRR14196848.lite.1,SRX10563632,674-04_SR,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP314211,PRJNA720906,,720906.0,SRS8670063,SAMN18521326,simple,1494075.0,Mycobacterium tuberculosis complex sp.,674-04,,,,,,,no,,,,,UMCG,SRA1216725,,public,5968DED0D359BDC129072A765F27CD90,CEFBD690D6131A2BB63403449C7D426B,SAMN18521326
SRR14196845,2021-04-09 18:31:41,2021-04-09 13:18:28,679859.0,1348163197.0,0.0,1983.0,1167.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196845/SRR14196845.lite.1,SRX10563635,696-05_LR,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,GridION,SRP314211,PRJNA720906,,720906.0,SRS8670064,SAMN18521327,simple,1494075.0,Mycobacterium tuberculosis complex sp.,696-05,,,,,,,no,,,,,UMCG,SRA1216725,,public,897DEF89BFA822D20500941330B26C2E,A7B97AD5AA8956CDDE237DAF4804C1DC,SAMN18521327
SRR14196846,2021-04-09 18:31:42,2021-04-09 13:16:07,2052388.0,602014288.0,2052388.0,293.0,258.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196846/SRR14196846.lite.1,SRX10563634,696-05_SR,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP314211,PRJNA720906,,720906.0,SRS8670064,SAMN18521327,simple,1494075.0,Mycobacterium tuberculosis complex sp.,696-05,,,,,,,no,,,,,UMCG,SRA1216725,,public,5350F02D6DBE210F20927BCCCF4674C4,7F66715A7C54CE0CC00B6F88D694EB05,SAMN18521327
SRR14196843,2021-04-09 18:31:42,2021-04-09 13:18:25,612588.0,1066151018.0,0.0,1740.0,923.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196843/SRR14196843.lite.1,SRX10563637,702-06_LR,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,GridION,SRP314211,PRJNA720906,,720906.0,SRS8670065,SAMN18521328,simple,1494075.0,Mycobacterium tuberculosis complex sp.,702-06,,,,,,,no,,,,,UMCG,SRA1216725,,public,CA4871CDF9C187B11B4508A7B613DF14,BF792DC90B7C5F18EA5FC0F884A1FBFF,SAMN18521328
SRR14196844,2021-04-09 18:31:41,2021-04-09 13:16:44,1932216.0,570697921.0,1932216.0,295.0,246.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196844/SRR14196844.lite.1,SRX10563636,702-06_SR,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP314211,PRJNA720906,,720906.0,SRS8670065,SAMN18521328,simple,1494075.0,Mycobacterium tuberculosis complex sp.,702-06,,,,,,,no,,,,,UMCG,SRA1216725,,public,6369654F24F9031B1F73878EB0D29045,0D760F930EE59D707C17AC58CDAC3624,SAMN18521328
SRR14196841,2021-04-09 18:31:42,2021-04-09 13:17:09,353587.0,653885700.0,0.0,1849.0,566.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196841/SRR14196841.lite.1,SRX10563639,706-05_LR,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,GridION,SRP314211,PRJNA720906,,720906.0,SRS8670066,SAMN18521329,simple,1494075.0,Mycobacterium tuberculosis complex sp.,706-05,,,,,,,no,,,,,UMCG,SRA1216725,,public,99451061886FA161E49FACBCF4F7CF5E,2124C3C78F97B0B2913CB6256909C2C4,SAMN18521329
SRR14196842,2021-04-09 18:31:42,2021-04-09 13:17:04,2032770.0,600437271.0,2032770.0,295.0,257.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196842/SRR14196842.lite.1,SRX10563638,706-05_SR,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP314211,PRJNA720906,,720906.0,SRS8670066,SAMN18521329,simple,1494075.0,Mycobacterium tuberculosis complex sp.,706-05,,,,,,,no,,,,,UMCG,SRA1216725,,public,344B06BE703F29B4AB161BD7D5990B6E,1B4EFB8F82579A1285F9C2732B9A92C2,SAMN18521329
SRR14196862,2021-04-09 18:31:42,2021-04-09 13:18:10,1371159.0,1274221754.0,0.0,929.0,1092.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196862/SRR14196862.lite.1,SRX10563618,8121-04_LR,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP314211,PRJNA720906,,720906.0,SRS8670055,SAMN18521315,simple,1494075.0,Mycobacterium tuberculosis complex sp.,8121-04,,,,,,,no,,,,,UMCG,SRA1216725,,public,93D4EFC9AC61477D11B99BCCD2441831,D69798FB9C3FD47149D97A8803B7E2BA,SAMN18521315
SRR14196863,2021-04-09 18:31:42,2021-04-09 13:17:30,1837811.0,542120014.0,1837811.0,294.0,235.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196863/SRR14196863.lite.1,SRX10563617,8121-04_SR,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP314211,PRJNA720906,,720906.0,SRS8670055,SAMN18521315,simple,1494075.0,Mycobacterium tuberculosis complex sp.,8121-04,,,,,,,no,,,,,UMCG,SRA1216725,,public,62E5FD9181A42650415899C6BB6FF519,BB144E09B8609171EA0167C1809AAB27,SAMN18521315
